year,month,day,weekday,carrier,origin,destination,arrivaldelay,departuredelay,weatherdelay,distance
1993,10,8,5,TW,IAD,ATL,1,0,4,116
1997,1,27,1,US,DCA,IND,1,13,10,104
2005,5,8,7,MQ,BTR,DFW,2,17,16,81
1997,4,25,5,UA,SFO,DEN,2,4,8,143
1993,9,26,7,WN,HRL,HOU,3,13,18,60
1992,10,30,5,DL,DCA,LGA,3,0,7,67
2008,9,16,2,YV,HSV,IAD,3,12,12,114
2002,8,18,7,DL,ATL,CLE,3,16,29,110
2007,8,21,2,OH,RDU,BOS,2,0,10,131
2005,1,8,6,EV,MGM,ATL,2,32,42,65
2005,2,7,1,CO,AUS,IAH,2,6,22,75
1995,12,1,5,DL,CVG,MCI,2,7,7,99
2008,8,29,5,9E,MSP,GRR,2,11,5,79
1991,8,15,4,US,SFO,RNO,3,0,8,55
2002,11,25,1,WN,LAS,OMA,2,10,7,157
1993,8,22,7,AS,ADQ,ANC,3,0,5,55
2002,7,31,3,WN,LAS,MCI,2,8,0,157
1988,9,15,4,HP,ONT,LAS,2,0,1,51
1994,1,3,1,NW,HPN,DTW,1,0,3,116
1999,12,3,5,CO,IAH,MFE,2,1,10,76
1989,4,25,2,TW,STL,MSP,2,0,3,94
1988,2,7,7,CO,IAH,SFO,3,0,6,255
2002,1,31,4,AA,ORD,BDL,2,53,54,122
1989,4,2,7,CO,LAX,DEN,2,5,3,140
2000,10,14,6,AS,PDX,SFO,2,0,0,104
2004,4,4,7,MQ,SAN,LAX,1,52,43,42
1991,6,14,5,CO,IAH,LAX,3,11,20,204
2006,12,19,2,XE,ORF,EWR,1,16,18,82
2005,6,3,5,DH,EWR,IAD,3,84,91,84
2007,8,6,1,WN,PHL,JAX,3,102,91,124
2007,6,14,4,US,DCA,LGA,2,1,6,76
1988,11,23,3,CO,DEN,OMA,2,0,0,87
1988,1,10,7,DL,ATL,GSP,3,18,26,51
2003,11,16,7,OO,ACV,SFO,1,0,0,58
1997,7,23,3,AA,DFW,LAS,1,66,63,161
2001,1,26,5,NW,ORD,MEM,2,23,30,110
1996,10,30,3,WN,BUR,OAK,1,0,0,65
1993,12,23,4,AA,ORD,LGA,2,0,16,130
2005,10,1,6,WN,SEA,OAK,2,0,2,122
1989,3,3,5,UA,DFW,SFO,1,0,0,227
2005,5,31,2,B6,JFK,FLL,2,1,9,178
2008,11,17,1,F9,DEN,MSP,2,6,11,118
1995,9,30,6,AA,ORD,TPA,1,10,2,146
1988,6,16,4,DL,PBI,LGA,3,5,15,167
2006,5,17,3,DL,BOS,FLL,2,0,13,209
1993,1,3,7,DL,DFW,ONT,2,40,50,197
2000,1,2,7,CO,HDN,IAH,1,4,16,163
1999,3,18,4,DL,SLC,SAT,2,3,25,178
1988,9,17,6,US,PIT,PHX,2,11,10,256
2000,12,21,4,CO,EWR,CLE,1,54,33,87
1995,10,17,2,AA,DFW,ONT,2,47,31,166
1996,5,16,4,HP,PHX,OAK,1,0,0,123
2007,10,9,2,YV,CHS,CLT,2,10,13,65
1992,5,14,4,US,CLT,MCI,2,13,19,138
2002,2,23,6,MQ,RDU,LGA,2,32,10,78
1987,12,24,4,WN,DAL,HOU,3,18,20,57
1995,7,18,2,AS,AKN,ANC,2,10,4,51
2002,4,13,6,MQ,SAN,LAX,1,18,15,43
2004,12,30,4,B6,RSW,JFK,3,11,10,154
2004,4,24,6,WN,BWI,BDL,2,0,0,60
1988,6,9,4,AA,ORD,LGA,2,3,2,118
2006,8,6,7,XE,IAH,CLT,2,34,50,177
2004,10,21,4,DL,DFW,LAS,2,2,2,175
2006,2,3,5,WN,MDW,BNA,2,10,22,87
2000,8,1,2,AS,ONT,PDX,3,85,81,126
1990,9,10,1,DL,GSP,ATL,2,2,4,60
1990,5,24,4,AA,ORD,DEN,2,5,17,167
1991,5,21,2,WN,AUS,DAL,1,3,2,49
2008,11,6,4,FL,ATL,CLT,3,29,49,87
2006,9,22,5,MQ,MLI,ORD,1,16,148,177
2008,9,11,4,WN,MDW,SAN,3,52,61,264
1987,10,11,7,DL,SLC,GTF,2,0,10,87
1993,1,14,4,NW,ATL,MSP,2,4,3,154
2001,1,14,7,WN,TUS,LAX,2,5,6,86
1992,12,6,7,WN,LAS,PHX,2,0,0,55
2003,2,3,1,EV,ATL,VLD,2,10,15,75
1997,8,23,6,WN,SMF,PDX,2,25,15,70
1992,10,6,2,UA,BOS,JFK,3,10,30,81
1997,4,27,7,DL,CLT,ATL,2,96,181,160
1992,8,7,5,US,FWA,PIT,3,0,3,73
2006,1,3,2,US,PIT,LGA,2,9,13,88
1988,6,20,1,TW,ORD,STL,3,0,0,66
1993,10,22,5,HP,PHX,DEN,2,0,0,104
2005,12,20,2,FL,MKE,MCO,1,41,51,170
1996,11,5,2,UA,LAX,MCO,2,11,7,271
1994,4,11,1,DL,ATL,BHM,3,6,1,45
1989,7,21,5,DL,DFW,OKC,2,10,8,46
1998,12,26,6,NW,MEM,VPS,3,2,14,90
2001,11,24,6,US,MDT,PIT,2,0,0,55
2007,9,4,2,WN,BHM,BWI,2,70,70,110
1991,2,1,5,TW,COS,DEN,2,11,10,35
1991,9,19,4,NW,OMA,MEM,1,7,1,84
2007,10,22,1,DL,CVG,DCA,3,24,32,89
2008,8,15,5,EV,MCN,ATL,1,395,398,46
2003,6,9,1,EV,ATL,PHF,2,38,47,104
1997,1,15,3,DL,SLC,SAN,1,6,3,104
2004,12,19,7,DL,DTW,ATL,3,39,25,110
1994,10,30,7,TW,STL,TPA,2,5,8,133
1992,9,9,3,NW,BNA,MSP,2,1,11,137
1992,12,14,1,DL,DFW,AUS,1,6,9,61
1994,8,26,5,AA,BNA,LGA,2,0,2,122
2000,5,14,7,AS,SEA,BUR,2,0,10,151
1994,10,20,4,HP,PHL,CMH,1,79,78,79
1999,11,1,1,DL,ATL,BOS,2,15,35,167
1992,7,6,1,DL,LAX,SFO,1,16,10,72
2004,1,1,4,OH,CVG,OKC,3,78,61,128
1996,12,31,2,AA,SEA,DFW,2,104,101,222
1993,3,6,6,UA,MCO,PBI,2,9,15,52
2007,4,11,3,DL,JFK,FLL,2,32,71,232
1991,12,26,4,UA,SEA,SFO,1,35,52,140
2007,8,12,7,DL,EWR,ATL,1,15,4,124
1999,12,22,3,DL,CVG,PBI,3,24,25,137
2006,12,30,6,B6,PBI,JFK,3,26,21,153
1995,10,13,5,CO,SLC,IAH,2,4,0,169
2002,8,4,7,MQ,BGR,BOS,1,7,5,53
1990,2,1,4,DL,ATL,MIA,2,0,1,105
1990,4,14,6,HP,OMA,DCA,2,9,11,136
1990,4,22,7,CO,SAT,IAH,2,2,5,53
1999,1,22,5,TW,STL,TPA,2,0,3,141
1991,6,1,6,AA,DFW,RDU,2,0,9,182
2006,6,13,2,YV,LAS,SBP,0,130,117,74
2007,5,6,7,WN,PHX,MCI,2,26,21,145
1993,9,20,1,US,CLT,PIT,2,5,0,73
1995,5,16,2,TW,STL,LAS,1,49,75,224
2005,3,25,5,OO,PDX,RDM,2,12,8,36
2000,8,4,5,AS,SEA,ANC,2,31,47,225
2002,12,18,3,WN,TPA,FLL,2,20,10,45
1992,3,10,2,US,ROC,LGA,1,1,4,65
2001,3,28,3,WN,TUS,LAS,1,0,5,75
1989,3,26,7,WN,AUS,HOU,2,0,5,50
2007,7,30,1,OH,CVG,JAN,3,30,17,93
1991,8,12,1,DL,BNA,ATL,3,5,3,58
1988,11,27,7,DL,MSY,SLC,3,35,43,213
1995,6,2,5,HP,PHX,OAK,1,0,0,114
1994,2,4,5,WN,PHX,ONT,1,13,6,63
1996,2,25,7,TW,STL,SDF,3,1,2,71
2002,11,25,1,WN,SAN,SJC,2,16,11,75
2004,3,31,3,WN,MHT,BWI,3,20,14,79
2001,11,20,2,UA,PDX,LAX,1,0,2,131
2003,8,16,6,DL,ATL,SAV,3,227,227,67
1995,8,20,7,TW,STL,MSN,3,0,0,74
1998,8,24,1,AA,ORD,DEN,3,0,0,158
1996,8,15,4,DL,JFK,LAX,3,7,23,376
1999,7,8,4,TW,CLE,STL,1,5,1,96
2000,10,3,2,US,TYS,CLT,1,11,8,49
1995,8,14,1,CO,ORF,EWR,1,310,301,71
1995,9,28,4,HP,JFK,PHX,3,14,9,312
2007,7,3,2,AA,SJC,DFW,1,53,55,212
1995,6,2,5,CO,GSO,MCO,1,16,26,104
2007,9,24,1,YV,ORD,BMI,2,4,9,55
1998,9,21,1,WN,MDW,CMH,3,0,0,60
2006,4,10,1,YV,SAN,PHX,2,0,0,80
2005,1,21,5,EV,ATL,IAD,2,10,5,100
2001,4,7,6,DL,PHL,SLC,3,10,25,327
1991,4,26,5,CO,TPA,CLE,2,0,2,147
1995,3,26,7,WN,SAT,DAL,3,58,52,44
2008,4,17,4,WN,PHX,SAN,3,0,1,66
1989,2,25,6,US,PIT,ERI,1,1,2,38
2004,11,15,1,DL,SEA,SLC,2,15,17,112
2006,6,29,4,DL,ATL,LAX,1,249,235,257
1995,6,27,2,TW,RSW,STL,1,11,11,152
2003,7,14,1,CO,EWR,GSO,2,25,18,105
2004,9,12,7,UA,ORD,CLE,2,6,0,74
2005,8,21,7,DL,SLC,IAH,1,9,10,193
2000,6,25,7,CO,IAH,LAS,3,128,121,177
2008,3,30,7,US,CLT,MYR,2,12,23,71
2000,7,8,6,WN,ONT,OAK,1,0,0,65
1989,10,13,5,US,PIT,BWI,3,14,12,54
2005,8,18,4,UA,DEN,JAC,2,8,21,94
1992,2,16,7,NW,LAS,DTW,0,10,7,225
2005,4,24,7,MQ,LGA,BOS,1,0,0,71
2000,8,17,4,AA,SJU,ORD,3,7,18,311
1991,8,21,3,CO,DAB,MLB,2,14,4,33
1988,7,1,5,DL,ATL,SEA,3,9,23,321
1991,3,25,1,DL,ATL,BOS,1,4,14,155
2007,8,26,7,MQ,ROC,ORD,1,8,35,137
1998,8,15,6,DL,CLT,ATL,3,0,0,90
1997,10,5,7,AA,DFW,SDF,3,37,25,123
2005,7,31,7,AA,DFW,ONT,3,21,13,169
2003,6,26,4,AA,SFO,DFW,2,44,28,203
2008,2,2,6,NW,LGA,DTW,2,43,32,103
1991,6,17,1,US,BWI,PHX,1,5,16,305
1990,9,21,5,AA,DFW,MIA,3,41,44,175
1999,1,20,3,WN,LAS,SAN,2,17,32,75
2001,4,25,3,DL,SLC,LAX,2,24,17,102
1991,10,7,1,DL,ATL,TPA,2,24,33,92
2008,8,7,4,AA,LGA,ORD,3,48,89,191
2006,6,10,6,US,IAD,SJU,1,16,6,221
2007,8,20,1,CO,EWR,CLE,1,13,4,91
1990,8,25,6,DL,LAX,SEA,1,7,7,143
1987,11,7,6,DL,ATL,RIC,2,0,13,98
2000,11,30,4,WN,MCI,MDW,1,0,0,75
1987,12,18,5,DL,SEA,SLC,1,0,11,109
2005,7,16,6,FL,RDU,ATL,2,0,6,88
2007,7,2,1,NW,MSP,BIS,3,44,39,80
1992,2,3,1,DL,DFW,TYS,3,9,22,122
1988,1,6,3,HP,LAS,PHX,1,0,0,55
1995,9,26,2,WN,PHX,LAX,3,0,0,70
1989,7,16,7,HP,BUR,PHX,3,0,1,76
1995,6,17,6,WN,PHX,TUL,1,0,5,135
2006,2,3,5,YV,IAD,CLT,3,21,17,76
1994,11,17,4,CO,IAH,BOS,3,0,9,223
1993,12,3,5,UA,ORD,EWR,2,6,4,118
2007,3,11,7,OO,ATL,OKC,1,32,43,148
2007,7,18,3,YV,CLT,IAH,2,15,10,150
2007,12,3,1,AA,MIA,PHL,2,30,31,166
1989,5,3,3,DL,DFW,SFO,1,0,18,238
2002,8,4,7,WN,LAX,PHX,0,60,50,65
1997,10,3,5,WN,LAX,ELP,1,0,10,115
1995,6,27,2,NW,GRB,DTW,3,57,148,156
2005,11,24,4,NW,MEM,DCA,1,30,33,115
1992,7,23,4,HP,PHX,ABQ,1,0,0,70
1990,11,27,2,DL,ATL,LAX,1,3,18,285
2001,5,12,6,DL,AUS,CVG,2,126,123,152
1992,12,3,4,US,BOS,CLT,2,2,3,132
1997,11,10,1,DL,SMF,SLC,1,5,11,93
1989,7,16,7,AA,ORD,ELP,2,2,0,180
2005,12,31,6,DH,IAD,RDU,3,19,10,54
1993,12,22,3,DL,CVG,MKE,2,6,0,68
1995,1,23,1,DL,CSG,ATL,3,0,1,36
2003,11,17,1,AA,DFW,SJC,2,24,163,355
1988,2,2,2,AA,HSV,BNA,1,0,22,62
1994,9,26,1,NW,SEA,PDX,0,58,55,42
2007,11,1,4,AS,SIT,JNU,3,25,0,42
1988,10,2,7,AA,COS,DFW,1,0,2,103
2003,2,1,6,OO,SLC,JAC,3,0,17,82
1991,8,11,7,WN,STL,IND,3,18,9,46
1996,12,10,2,DL,PHL,ATL,2,45,25,112
2004,8,27,5,NW,MEM,BWI,2,56,72,142
1991,11,1,5,US,MSP,CLT,2,0,0,131
2004,10,22,5,DH,CHS,IAD,2,1,41,136
1989,7,4,2,PI,BOS,RIC,3,21,26,101
1998,3,16,1,WN,JAX,MSY,1,0,8,103
1993,4,10,6,CO,BUF,EWR,1,32,36,77
1994,9,24,6,CO,IAH,MIA,1,5,9,144
1991,4,28,7,WN,SAN,LAS,2,0,2,62
2008,9,30,2,US,RSW,CLT,2,4,0,106
2004,1,4,7,EV,PIA,ATL,2,33,35,115
1995,10,27,5,NW,CLT,DTW,1,0,0,98
1998,1,22,4,NW,MEM,MSP,2,8,2,122
1993,6,15,2,DL,LAX,DFW,2,2,0,173
1995,10,27,5,DL,FAT,SLC,1,5,1,75
2004,4,27,2,AA,TUL,ORD,2,30,43,122
1994,7,7,4,AS,SEA,SFO,0,0,3,117
1989,11,29,3,DL,PBI,TPA,1,0,39,84
1995,5,13,6,DL,DFW,AUS,2,11,8,49
2003,8,19,2,DL,CVG,RDU,2,0,14,97
1997,10,31,5,AA,PHX,DFW,2,10,4,134
1992,8,17,1,DL,ORD,ATL,2,17,18,112
2005,10,13,4,CO,IAH,DCA,3,4,10,181
1996,12,21,6,WN,ONT,SJC,1,2,10,73
1993,7,14,3,DL,CVG,ORF,2,6,16,90
2008,8,25,1,WN,BUR,SMF,2,0,0,70
1998,11,30,1,AA,DFW,OAK,2,16,7,231
1993,11,10,3,DL,CVG,LIT,3,2,20,118
2007,12,28,5,DL,ATL,SAV,1,54,102,114
2001,8,28,2,WN,BNA,PVD,3,110,100,125
1999,5,28,5,WN,MCI,MDW,1,0,0,75
2002,2,9,6,DL,FLL,ATL,3,28,14,101
1999,2,23,2,WN,LAS,SLC,3,0,0,75
2006,12,18,1,CO,IAH,SJU,2,14,21,258
1998,2,28,6,DL,ATL,SAV,3,10,15,58
1997,11,8,6,AS,PHX,SEA,3,0,9,187
1999,11,14,7,UA,RNO,SFO,1,108,99,60
1999,7,21,3,DL,CVG,ATL,1,0,18,111
1997,6,30,1,UA,DEN,MCI,2,21,15,80
2000,12,29,5,UA,MBS,ORD,1,13,4,62
1988,11,14,1,PI,BUF,SYR,2,10,9,34
2008,7,24,4,XE,IAH,IND,1,12,79,209
1997,9,13,6,DL,MCO,ATL,1,0,22,105
2001,2,28,3,WN,ABQ,HOU,3,0,3,113
1989,5,18,4,US,PIT,BTV,2,7,12,81
1992,7,20,1,DL,CVG,ATL,3,33,27,74
2004,10,2,6,HP,BUR,PHX,1,15,12,77
1992,8,12,3,US,CLT,MCI,1,35,39,136
2006,12,19,2,WN,LAS,LBB,1,11,26,130
2005,3,31,4,EV,PWM,ATL,1,45,51,190
1995,12,1,5,DL,ATL,PHL,2,75,71,112
1992,9,3,4,AA,FAT,DFW,2,0,2,182
1997,11,3,1,TW,CMH,STL,3,17,2,75
1989,8,11,5,HP,LAS,LAX,0,5,11,61
1989,11,12,7,TW,STL,DCA,2,2,5,116
2006,4,26,3,OH,LIT,CVG,2,20,6,79
2000,10,4,3,AS,SEA,LAX,3,29,38,158
1990,11,8,4,UA,SBA,DEN,1,1,3,139
1989,7,1,6,WN,STL,PHX,2,11,0,184
1993,8,15,7,NW,MSP,DCA,2,5,4,137
1997,11,26,3,AA,ORD,OKC,2,2,7,128
1997,2,11,2,CO,MCO,EWR,3,3,18,167
2005,1,1,6,UA,DEN,SFO,1,10,14,166
2008,2,10,7,AA,LGA,ORD,3,100,120,180
1999,4,15,4,TW,STL,CLT,1,2,36,138
1993,3,1,1,DL,DFW,RSW,2,19,5,143
2003,9,1,1,UA,IAD,LAX,1,0,0,310
1996,6,13,4,CO,LGA,IAH,3,39,38,211
1997,5,11,7,CO,EWR,DFW,3,118,100,217
2000,11,10,5,AS,SEA,LAX,3,0,0,148
2004,12,25,6,AA,EWR,LAX,1,27,10,351
1993,1,2,6,CO,BOS,EWR,2,0,20,100
1988,11,17,4,AS,LAX,SAN,2,0,0,50
2004,10,22,5,AA,DFW,IAH,3,21,53,99
1989,3,31,5,PI,EYW,MIA,1,6,14,43
1993,9,23,4,HP,LAX,PHX,2,0,5,80
2007,12,20,4,UA,SNA,DEN,3,37,6,107
1996,12,22,7,AA,LAX,AUS,2,33,27,156
1998,12,14,1,HP,PHX,IAH,3,0,11,150
1996,5,13,1,AA,SJC,DFW,2,0,2,199
1997,4,15,2,UA,DEN,SJC,3,7,11,150
1993,9,12,7,WN,OKC,MCI,3,0,3,63
1997,1,24,5,DL,ATL,LAS,1,4,24,274
2006,6,2,5,AA,LGA,ATL,3,190,248,198
1998,4,23,4,DL,ATL,IAD,2,25,26,105
1996,5,31,5,HP,LAS,PHL,0,6,21,279
2008,11,20,4,OO,SLC,SFO,1,57,74,141
2004,6,27,7,AA,DFW,LAX,3,1,9,189
1992,8,22,6,UA,DEN,DSM,1,4,21,116
2002,6,11,2,MQ,XNA,ORD,1,0,0,104
1993,2,26,5,AA,MIA,DFW,1,1,8,202
2001,11,1,4,AS,SEA,RNO,2,1,2,94
1999,10,8,5,US,LGA,CLT,1,12,11,111
1989,1,22,7,DL,BHM,ATL,1,0,1,44
1992,11,4,3,US,MSY,CLT,1,0,0,110
1996,3,6,3,DL,SNA,SLC,2,4,10,107
2005,6,3,5,MQ,ABI,DFW,1,10,39,74
1996,10,11,5,DL,CVG,PHX,2,18,0,212
2001,3,29,4,WN,HOU,DAL,3,4,2,48
1990,6,5,2,US,AVL,CLT,2,0,14,47
1991,8,25,7,DL,DFW,SAT,2,0,1,59
1990,8,3,5,NW,MEM,MSP,1,0,35,150
1997,8,18,1,DL,DFW,TUS,1,0,0,129
2003,6,23,1,WN,LAX,SJC,3,0,2,62
2008,6,23,1,YV,DEN,DRO,3,0,4,88
1989,5,28,7,CO,IAH,BOS,2,5,26,241
2007,1,21,7,B6,IAD,BOS,2,6,63,152
1996,3,25,1,WN,ELP,LAX,2,0,0,125
1990,8,11,6,CO,CLE,DCA,1,32,28,64
2005,4,24,7,MQ,EWR,BOS,2,0,0,72
1989,8,3,4,DL,SLC,DEN,1,2,9,91
1998,7,19,7,US,PVD,CLT,2,3,4,119
2004,7,9,5,XE,CLE,ALB,3,94,82,73
1988,11,5,6,EA,ATL,GSP,2,73,74,45
2006,10,18,3,YV,MDT,IAD,2,18,0,40
2007,5,26,6,9E,DTW,BGM,2,17,11,73
1990,10,24,3,US,IND,DAY,1,6,6,37
2008,2,5,2,DL,JAN,ATL,2,1,1,74
1991,2,20,3,US,PIT,EWR,2,8,10,79
1998,4,16,4,US,CLT,MCO,1,18,16,84
2001,6,24,7,WN,STL,BWI,1,0,5,130
1995,9,7,4,US,CLT,CHS,2,1,8,57
1991,12,31,2,US,PIT,CRW,3,3,13,55
1998,1,5,1,UA,ORD,IAD,1,0,2,101
1999,7,28,3,WN,LAS,ONT,2,0,5,55
1990,6,21,4,DL,DFW,FLL,1,9,11,162
2002,3,11,1,US,SYR,PIT,2,12,3,61
2003,2,12,3,OO,DFW,MCI,3,0,0,95
2000,10,5,4,TW,BOS,STL,1,3,29,208
2007,7,18,3,AA,DFW,BUR,1,19,17,183
1996,8,29,4,TW,TUL,STL,3,16,32,86
2003,9,10,3,OO,RAP,DEN,1,0,5,75
1990,7,27,5,WN,TUL,MCI,1,0,2,52
1996,5,25,6,WN,LAS,SAN,2,0,0,60
2007,2,13,2,NW,MSP,CMH,3,24,43,125
2007,5,4,5,OO,GJT,DEN,2,6,4,65
1995,1,2,1,WN,ONT,SJC,2,0,2,62
1997,7,16,3,UA,ATL,ORD,3,9,6,102
1992,2,25,2,WN,ELP,LAX,2,0,6,126
2008,9,14,7,XE,IAH,LBB,2,0,0,85
1999,4,23,5,AA,DFW,RDU,3,1,13,171
1995,8,23,3,NW,DTW,MSP,3,19,4,99
1987,11,26,4,DL,DFW,MEM,2,3,18,91
1999,12,16,4,UA,DEN,OAK,2,16,13,146
2008,5,16,5,F9,MDW,DEN,1,22,11,140
2005,7,27,3,DL,LGA,BOS,3,99,99,62
1988,3,27,7,EA,MLB,JFK,3,0,0,142
1994,12,18,7,UA,SMF,SEA,2,43,50,111
1992,10,30,5,AA,DCA,ORD,1,0,7,129
2002,10,2,3,WN,SJC,LAX,1,28,7,59
2008,12,31,3,FL,CAK,ATL,2,30,16,90
2008,6,5,4,WN,PHL,PIT,2,3,57,129
1998,10,18,7,WN,SAN,OAK,3,55,50,75
1993,12,5,7,CO,FLL,IAH,3,0,1,159
2007,8,18,6,US,DCA,PBI,1,106,111,146
1988,2,9,2,PS,SFO,EUG,2,0,6,91
1992,2,17,1,DL,SLC,SFO,3,2,3,106
1996,12,20,5,US,RSW,PHL,2,48,41,146
2005,6,21,2,NW,DTW,MSY,1,0,0,145
2006,7,1,6,AA,DFW,PHL,3,13,9,182
2006,2,28,2,OH,JAX,CVG,1,0,0,120
1992,2,18,2,DL,MKE,MSP,1,90,95,70
1996,1,3,3,AA,MIA,MSY,0,55,65,139
2005,6,14,2,CO,JAX,EWR,3,30,15,136
2000,9,12,2,WN,MSY,DAL,1,0,0,75
1988,5,6,5,CO,LAX,SJC,1,10,11,76
2006,4,7,5,AA,TPA,ORD,1,15,26,174
1991,5,3,5,UA,SFO,ORD,2,52,50,245
1997,7,22,2,DL,BHM,JAN,3,128,133,50
1995,9,14,4,NW,MEM,SAT,2,0,0,108
2005,10,9,7,FL,MLI,ATL,2,10,19,123
1996,8,26,1,NW,MCO,DTW,2,0,5,168
1995,1,19,4,TW,STL,MKE,2,0,0,69
1993,10,1,5,US,PVD,DCA,3,0,6,85
1991,6,5,3,DL,DFW,SHV,1,1,0,49
1994,2,14,1,WN,MAF,DAL,2,0,0,55
2002,1,23,3,UA,MHT,ORD,1,3,16,169
1990,5,21,1,EA,ATL,BHM,3,0,0,44
2006,9,28,4,OH,DTW,CVG,1,10,21,87
1999,1,11,1,DL,ORD,ATL,2,0,23,138
1991,1,30,3,US,PIT,PHF,2,3,9,73
1999,6,4,5,US,PVD,BWI,1,2,4,72
2003,2,17,1,OO,BFL,LAX,3,0,0,50
1997,3,11,2,WN,LAS,ONT,2,17,18,51
1988,5,11,3,NW,EWR,MSP,1,0,12,178
2008,8,31,7,WN,MAF,DAL,1,47,41,59
2004,8,7,6,DL,ATL,CMH,3,42,22,78
1991,5,28,2,US,ISP,PIT,3,4,1,78
1991,5,6,1,NW,FAR,MSP,3,11,8,47
1990,8,30,4,US,LAX,SFO,1,5,12,76
1991,1,24,4,AA,ORD,DSM,3,0,0,79
1991,11,7,4,UA,IAD,DEN,3,0,0,243
1992,2,22,6,DL,FLL,DFW,1,2,5,176
2006,7,29,6,WN,LAX,MDW,2,11,10,234
1998,5,19,2,TW,SHV,STL,1,0,2,94
2004,8,11,3,OO,DEN,FAR,2,11,9,102
1989,2,23,4,DL,CVG,ATL,2,20,18,81
2000,11,1,3,UA,DFW,DEN,3,42,37,109
1998,5,5,2,DL,CVG,MEM,2,10,0,74
1995,4,20,4,AS,RNO,PDX,2,0,14,94
2006,8,25,5,AA,SFO,ORD,1,30,22,234
2008,3,10,1,XE,SAT,OKC,2,15,5,70
1998,5,19,2,CO,DFW,EWR,3,4,9,203
2003,11,8,6,US,PHL,PIT,1,4,9,83
2002,5,28,2,WN,FLL,TPA,3,65,55,45
1999,10,4,1,UA,LAX,IAD,1,0,6,280
1995,3,23,4,TW,STL,OMA,3,13,34,110
2005,9,24,6,F9,DEN,IAH,1,0,0,150
1990,7,17,2,NW,DTW,LAN,3,10,8,38
1992,7,1,3,CO,LAX,IAH,3,10,16,201
2000,4,10,1,AA,MIA,JFK,1,69,79,183
2004,12,29,3,AA,DFW,OMA,3,18,35,121
2005,9,12,1,MQ,EWR,BOS,2,0,0,65
2004,7,10,6,WN,MDW,LAS,1,0,0,215
1990,11,16,5,AA,DFW,BHM,3,7,15,106
2008,3,14,5,WN,SAN,SJC,2,33,38,85
2005,11,22,2,AA,DFW,AUS,3,12,4,49
1996,8,4,7,CO,IAH,LAS,0,3,1,169
2006,2,8,3,US,PHL,PVD,1,0,0,77
1994,10,27,4,AS,SEA,SNA,1,0,0,162
2000,12,31,7,WN,SMF,LAX,2,13,17,79
2001,11,6,2,TW,MSP,STL,1,0,0,99
2005,1,28,5,AA,BOS,SJU,2,30,15,215
2001,6,2,6,DL,DFW,LAX,1,6,10,195
2006,10,24,2,MQ,DFW,SHV,1,67,56,59
1996,5,24,5,AA,SAT,ORD,2,0,0,155
1990,9,1,6,DL,LGA,CVG,1,0,4,113
1987,10,9,5,DL,SFO,SLC,3,25,18,83
2004,5,25,2,WN,TPA,FLL,2,0,0,55
2001,8,10,5,NW,BOS,DTW,2,0,0,137
1995,3,26,7,US,CHS,CLT,2,3,5,51
2003,8,18,1,UA,ORD,DAY,2,7,4,62
2005,11,15,2,XE,EWR,BTV,2,52,36,67
2006,10,17,2,B6,JFK,ONT,3,11,98,447
2002,10,10,4,WN,RDU,BNA,2,28,30,92
2005,3,14,1,OH,CID,CVG,2,0,5,91
1991,2,15,5,WN,DAL,MAF,3,22,24,67
1995,10,29,7,UA,RDU,ORD,1,2,9,126
1993,2,7,7,HP,PHX,TUS,1,6,3,41
2002,5,16,4,US,CLT,MSP,1,8,0,160
2007,2,24,6,MQ,DFW,HOU,2,0,0,70
1994,4,3,7,NW,MSP,GFK,1,11,7,61
1990,7,27,5,AA,SLC,DFW,2,28,28,150
2004,5,7,5,OH,CVG,ISP,3,72,64,102
1999,2,28,7,US,LAS,PHL,0,1,11,291
2000,8,3,4,UA,DEN,ABQ,2,78,78,69
1996,11,25,1,TW,OMA,STL,2,0,0,71
2008,8,11,1,AA,DFW,BNA,1,13,8,105
1992,11,28,6,WN,HOU,DAL,2,0,0,55
2003,6,24,2,US,BUF,PHL,3,5,4,73
1996,1,23,2,WN,MDW,CMH,2,14,10,56
2008,6,26,4,F9,ABQ,DEN,1,0,0,73
2008,3,28,5,AA,ATL,LGA,1,27,70,178
2000,6,16,5,WN,SAN,SFO,3,43,39,86
2003,8,18,1,UA,DEN,OAK,3,7,5,146
1997,7,30,3,DL,LAX,ATL,1,4,36,278
1991,12,13,5,DL,IAH,SLC,2,6,9,185
1999,4,5,1,UA,BUR,SFO,1,143,158,89
1993,9,3,5,HP,PHX,DFW,1,5,1,142
1996,2,16,5,UA,ORD,BWI,2,0,0,103
1993,7,17,6,WN,HOU,HRL,3,8,2,49
1995,1,25,3,DL,ATL,LAX,3,5,3,280
2006,7,16,7,AA,DFW,TPA,3,23,16,138
1990,12,30,7,US,CLT,MEM,2,46,48,108
1991,6,5,3,US,TLH,TPA,2,0,2,45
1992,3,13,5,DL,ATL,MGM,2,14,30,62
2007,1,21,7,OH,DAY,CVG,2,0,0,39
1995,12,19,2,DL,SNA,ATL,1,10,19,234
1993,3,9,2,CO,MSP,DEN,3,30,45,135
1991,10,10,4,US,PIT,CVG,3,9,9,60
2003,1,27,1,DL,PBI,ATL,1,0,1,104
1999,12,9,4,WN,MSY,HOU,1,0,2,67
1988,12,2,5,PI,ILM,BWI,1,4,10,71
