Gender,Year,Major,GPA,FamilyIncome,Age,NoOfCourses,Country,Id
F,1,ECE,3.0,120000,20,4,CANADA,8185
M,3,PHY,1.7999999999999998,50000,21,6,RUSSIAN,8186
F,1,PHY,1,150000,20,2,GER,8187
M,4,CHEM,2.8,30000,24,6,CANADA,8188
F,1,CHEM,1,120000,21,4,CANADA,8189
F,2,CHEM,1,85000,20,5,AUS,8190
M,3,ME,1.7999999999999998,50000,22,6,RUSSIAN,8191
M,1,PHY,1,135000,21,3,AUS,8192
M,4,CS,4,75000,24,3,BRAZIL,8193
F,1,ECE,3.0,120000,19,4,JPN,8194
M,3,CS,4,50000,23,6,CHN,8195
M,3,MATH,1,305000,23,3,KOR,8196
F,1,ECE,3.1999999999999997,135000,19,3,RUSSIAN,8197
M,1,MATH,1,250000,19,2,IND,8198
M,2,STAT,1.2,100000,22,4,GER,8199
F,4,CHEM,3.4,75000,23,3,CANADA,8200
M,2,MATH,1,315000,22,5,JPN,8201
F,3,MATH,2.0,335000,21,5,SPAIN,8202
F,4,MATH,3.2,340000,23,4,JPN,8203
F,3,PHY,2.2,80000,23,4,JPN,8204
M,1,MATH,1,250000,20,2,THAILAND,8205
F,3,CHEM,2.6,110000,23,2,RUSSIAN,8206
F,1,MATH,1,250000,19,2,US,8207
M,2,MATH,3.0,315000,22,5,CHN,8208
F,1,STAT,1,105000,19,5,CANADA,8209
M,3,ECE,2.5999999999999996,80000,21,4,ENG,8210
M,3,MATH,2.6,290000,23,2,CANADA,8211
F,1,ECE,2.8,250000,21,2,KOR,8212
M,3,MATH,1,335000,21,5,KOR,8213
F,2,ME,1.4,115000,22,3,SPAIN,8214
M,2,MATH,1.7999999999999998,285000,22,3,KOR,8215
M,3,STAT,2.6,110000,23,2,GER,8216
F,1,ME,1,120000,20,4,IND,8217
F,3,ME,1,305000,22,3,KOR,8218
F,4,STAT,3.2,60000,22,4,US,8219
M,4,MATH,3.6,310000,22,2,GER,8220
M,1,CHEM,1,120000,20,4,CANADA,8221
M,1,ECE,2.8,250000,21,2,KOR,8222
M,3,PHY,2.2,80000,23,4,CANADA,8223
M,3,ECE,2.8,95000,23,3,CANADA,8224
F,2,ECE,3.2,130000,21,2,AUS,8225
F,3,ME,2.0,65000,21,5,GER,8226
M,3,PHY,2.6,110000,23,2,GER,8227
M,3,ME,3.4,110000,22,2,CHN,8228
M,2,CHEM,1.2,100000,22,4,FRANCE,8229
M,1,CS,1.6,135000,19,3,ENG,8230
M,4,PHY,3.6,90000,23,2,SPAIN,8231
F,2,ME,1.2,100000,22,4,AUS,8232
F,4,STAT,3.4,75000,22,3,IND,8233
F,2,PHY,1.2,100000,22,4,AUS,8234
M,3,CHEM,2.4,95000,21,3,RUSSIAN,8235
M,1,CHEM,1,120000,19,4,JPN,8236
M,3,CS,1,350000,23,6,KOR,8237
F,1,CHEM,1,150000,21,2,SPAIN,8238
M,2,ME,2.8,100000,22,4,CHN,8239
M,4,ME,3.0,45000,24,5,GER,8240
M,3,CHEM,2.6,110000,23,2,CANADA,8241
M,3,CHEM,2.0,65000,21,5,SPAIN,8242
F,3,ME,1.7999999999999998,50000,23,6,JPN,8243
F,1,STAT,1,90000,19,6,IND,8244
F,4,CS,4,90000,24,2,SPAIN,8245
M,2,ECE,4,85000,20,5,CHN,8246
M,4,CHEM,3.2,60000,23,4,RUSSIAN,8247
F,4,PHY,3.0,45000,22,5,US,8248
F,3,ECE,2.1999999999999997,50000,22,6,BRAZIL,8249
M,2,PHY,1.2,100000,22,4,FRANCE,8250
M,4,ECE,2.8000000000000003,90000,24,2,BRAZIL,8251
M,1,ECE,3.4,150000,20,2,THAILAND,8252
F,1,PHY,1,150000,21,2,THAILAND,8253
F,1,STAT,2.8,250000,19,2,KOR,8254
F,4,CHEM,3.6,90000,24,2,CANADA,8255
M,1,ME,1,90000,20,6,SPAIN,8256
M,3,STAT,3.8,80000,22,4,CHN,8257
M,1,STAT,1,105000,20,5,US,8258
F,1,ME,1,105000,19,5,CANADA,8259
F,2,CS,2.8,100000,20,4,IND,8260
F,3,CHEM,1.7999999999999998,50000,22,6,BRAZIL,8261
M,4,MATH,4,340000,22,4,CHN,8262
F,2,ECE,2.4,70000,20,6,ENG,8263
M,3,ECE,2.5999999999999996,80000,22,4,JPN,8264
M,4,ME,1,370000,23,6,KOR,8265
M,4,CHEM,2.8,30000,22,6,IND,8266
M,4,STAT,3.2,60000,24,4,JPN,8267
M,3,STAT,2.4,95000,23,3,ENG,8268
F,2,CHEM,2.4,130000,21,2,CHN,8269
M,2,CHEM,1,85000,20,5,JPN,8270
M,4,ECE,2.2,45000,23,5,BRAZIL,8271
F,1,CS,2.2,90000,19,6,ENG,8272
M,3,STAT,2.0,65000,22,5,GER,8273
M,3,ME,2.6,110000,22,2,THAILAND,8274
M,1,ECE,3.1999999999999997,135000,20,3,AUS,8275
F,2,ME,2.8,100000,20,4,CHN,8276
F,1,CS,1.6,135000,20,3,THAILAND,8277
M,2,ECE,2.6,85000,21,5,IND,8278
M,2,MATH,1.6,270000,20,2,CANADA,8279
F,1,ECE,3.4,150000,21,2,FRANCE,8280
F,2,CHEM,1.2,100000,20,4,SPAIN,8281
F,1,STAT,1,120000,20,4,GER,8282
M,2,MATH,1.2,300000,20,4,THAILAND,8283
F,1,ME,1,105000,20,5,IND,8284
M,2,MATH,1,315000,22,5,US,8285
F,3,ECE,2.8,95000,22,3,IND,8286
M,3,STAT,1,350000,23,6,KOR,8287
M,4,CHEM,3.6,90000,23,2,THAILAND,8288
F,4,PHY,3.0,45000,24,5,BRAZIL,8289
F,2,CHEM,1,85000,20,5,JPN,8290
M,1,CHEM,1,135000,21,3,AUS,8291
M,4,ME,3.6,90000,24,2,BRAZIL,8292
M,1,PHY,1,150000,20,2,GER,8293
M,1,STAT,1,120000,19,4,RUSSIAN,8294
M,1,STAT,1,90000,21,6,RUSSIAN,8295
M,3,CHEM,2.6,110000,22,2,CANADA,8296
M,2,STAT,1.6,130000,22,2,RUSSIAN,8297
M,2,PHY,1.6,130000,20,2,RUSSIAN,8298
F,1,CS,1.6,135000,20,3,SPAIN,8299
F,2,STAT,1.4,115000,22,3,JPN,8300
M,3,ME,1.7999999999999998,50000,21,6,RUSSIAN,8301
F,2,CHEM,1.6,130000,21,2,US,8302
F,3,MATH,2.0,335000,21,5,CANADA,8303
M,1,CS,2.0,105000,21,5,RUSSIAN,8304
F,1,ECE,3.1999999999999997,135000,21,3,AUS,8305
M,1,ME,1,150000,20,2,CANADA,8306
F,2,MATH,1,315000,22,5,BRAZIL,8307
M,4,ME,3.0,45000,23,5,ENG,8308
F,2,ME,1.4,115000,20,3,CANADA,8309
M,3,MATH,1.7999999999999998,350000,23,6,CANADA,8310
M,4,STAT,1,355000,24,5,KOR,8311
F,2,PHY,1.6,130000,22,2,JPN,8312
F,2,ECE,2.4,70000,20,6,AUS,8313
M,4,MATH,3.6,310000,22,2,RUSSIAN,8314
M,4,MATH,3.6,310000,23,2,JPN,8315
F,3,ECE,3.0,110000,21,2,FRANCE,8316
M,1,PHY,2.8,280000,20,4,KOR,8317
F,1,CHEM,1,135000,20,3,AUS,8318
M,4,STAT,2.8,30000,22,6,RUSSIAN,8319
F,1,PHY,2.8,295000,20,5,KOR,8320
M,1,MATH,2.2,310000,20,6,CHN,8321
F,1,MATH,1,265000,21,3,SPAIN,8322
M,3,MATH,1.7999999999999998,350000,22,6,ENG,8323
M,4,STAT,2.8,30000,22,6,BRAZIL,8324
F,4,MATH,3.4,325000,22,3,BRAZIL,8325
M,4,ECE,4,45000,22,5,CHN,8326
M,4,CS,4,30000,24,6,RUSSIAN,8327
M,3,PHY,2.6,110000,23,2,US,8328
M,3,CHEM,1.7999999999999998,50000,21,6,JPN,8329
M,3,STAT,1,290000,23,2,KOR,8330
F,4,MATH,3.0,355000,23,5,THAILAND,8331
M,1,PHY,1,105000,20,5,JPN,8332
F,2,MATH,1,315000,20,5,JPN,8333
F,4,CHEM,3.0,45000,22,5,CANADA,8334
F,3,CS,3.4,110000,22,2,RUSSIAN,8335
F,2,STAT,1.2,100000,22,4,CANADA,8336
F,2,CS,2.6,115000,22,3,BRAZIL,8337
F,3,STAT,2.6,110000,21,2,JPN,8338
F,3,MATH,2.6,290000,21,2,GER,8339
M,1,ECE,2.5999999999999996,90000,21,6,THAILAND,8340
F,1,CS,2.2,90000,20,6,FRANCE,8341
M,1,ME,1,105000,20,5,RUSSIAN,8342
M,2,ECE,3.2,130000,22,2,THAILAND,8343
M,2,CS,3.2,70000,22,6,SPAIN,8344
M,4,STAT,2.8,30000,24,6,FRANCE,8345
F,4,CHEM,4,45000,24,5,CHN,8346
F,2,MATH,1,330000,22,6,CANADA,8347
F,2,MATH,1.2,300000,21,4,ENG,8348
M,4,PHY,3.6,90000,23,2,IND,8349
F,3,STAT,2.0,65000,21,5,JPN,8350
F,4,ME,3.4,75000,23,3,THAILAND,8351
M,2,STAT,1.4,115000,20,3,GER,8352
F,1,PHY,1,150000,19,2,RUSSIAN,8353
F,3,ECE,2.5999999999999996,80000,22,4,SPAIN,8354
F,1,ME,1,90000,19,6,THAILAND,8355
M,4,CHEM,3.2,60000,23,4,ENG,8356
M,4,PHY,3.0,45000,22,5,CANADA,8357
F,3,ME,1.7999999999999998,50000,23,6,JPN,8358
F,3,PHY,2.4,95000,22,3,JPN,8359
F,1,ECE,3.0,120000,19,4,SPAIN,8360
M,1,ME,2.0,105000,21,5,CHN,8361
M,1,ECE,3.1999999999999997,135000,20,3,FRANCE,8362
M,2,PHY,1,85000,21,5,JPN,8363
M,3,ECE,2.4,65000,21,5,BRAZIL,8364
M,4,MATH,3.4,325000,22,3,IND,8365
M,4,ECE,2.8000000000000003,90000,22,2,RUSSIAN,8366
F,3,CS,4.0,65000,21,5,ENG,8367
F,3,PHY,2.6,110000,21,2,JPN,8368
M,1,ECE,3.4,150000,20,2,FRANCE,8369
F,2,ME,1.4,115000,20,3,RUSSIAN,8370
F,4,PHY,2.8,30000,24,6,RUSSIAN,8371
F,3,ECE,3.0,110000,21,2,RUSSIAN,8372
M,1,CS,2.0,105000,19,5,GER,8373
F,1,MATH,1,310000,20,6,SPAIN,8374
M,1,STAT,1,135000,21,3,AUS,8375
F,1,ME,1,105000,21,5,FRANCE,8376
M,3,CHEM,2.2,80000,23,4,GER,8377
M,2,CS,3.2,70000,21,6,RUSSIAN,8378
F,1,CS,2.2,90000,19,6,CHN,8379
F,2,ECE,3.2,130000,20,2,IND,8380
F,1,STAT,1,90000,19,6,GER,8381
M,1,CHEM,1,150000,21,2,CANADA,8382
M,4,ECE,2.4000000000000004,60000,24,4,ENG,8383
F,3,CS,4.0,65000,22,5,AUS,8384
F,3,CHEM,2.6,110000,23,2,RUSSIAN,8385
M,4,ME,3.6,90000,23,2,CANADA,8386
M,4,CHEM,4,75000,23,3,CHN,8387
M,2,ECE,2.8,100000,21,4,CANADA,8388
M,1,CHEM,1,135000,19,3,THAILAND,8389
M,4,ME,1,355000,23,5,KOR,8390
F,4,ECE,2.4000000000000004,60000,22,4,JPN,8391
M,3,STAT,2.4,95000,21,3,SPAIN,8392
M,3,CHEM,2.6,110000,22,2,BRAZIL,8393
M,1,CS,1.6,135000,20,3,US,8394
F,4,CS,4,75000,24,3,AUS,8395
M,3,MATH,2.4,305000,21,3,IND,8396
M,3,STAT,2.6,110000,23,2,IND,8397
F,2,CS,3.2,70000,20,6,CANADA,8398
M,2,ME,1.4,115000,22,3,US,8399
F,4,PHY,3.4,75000,22,3,CANADA,8400
M,1,MATH,1,295000,20,5,BRAZIL,8401
M,3,PHY,2.2,80000,21,4,US,8402
M,2,CS,2.4,130000,20,2,GER,8403
M,3,PHY,2.6,110000,21,2,JPN,8404
F,3,CHEM,2.2,80000,23,4,RUSSIAN,8405
F,3,CS,3.8,80000,21,4,AUS,8406
M,1,ME,1,105000,19,5,BRAZIL,8407
M,3,CHEM,4,50000,22,6,CHN,8408
F,2,PHY,1,70000,22,6,SPAIN,8409
M,1,ECE,3.4,150000,19,2,FRANCE,8410
F,2,ME,3.0,85000,21,5,CHN,8411
M,4,ECE,2.2,45000,24,5,FRANCE,8412
F,4,CHEM,3.4,75000,22,3,RUSSIAN,8413
M,1,MATH,1,280000,21,4,JPN,8414
F,1,PHY,1,135000,19,3,CANADA,8415
F,1,CS,1.6,135000,21,3,SPAIN,8416
M,2,STAT,1.6,130000,21,2,IND,8417
F,4,CS,4,60000,24,4,BRAZIL,8418
M,3,ECE,2.8,95000,22,3,FRANCE,8419
M,3,CS,3.8,80000,23,4,IND,8420
F,1,ME,1.8,120000,21,4,CHN,8421
F,3,PHY,4,50000,21,6,CHN,8422
M,3,ME,2.4,95000,21,3,JPN,8423
F,1,STAT,2.0,105000,21,5,CHN,8424
M,3,CHEM,3.6,95000,21,3,CHN,8425
M,1,ECE,4,120000,20,4,CHN,8426
M,2,ECE,3.0,115000,21,3,JPN,8427
F,1,CHEM,2.8,250000,19,2,KOR,8428
F,3,ME,2.2,80000,22,4,US,8429
M,3,STAT,2.2,80000,21,4,CANADA,8430
F,2,CS,2.8,100000,20,4,CANADA,8431
F,2,MATH,1,315000,21,5,JPN,8432
M,2,MATH,1,330000,20,6,GER,8433
F,1,MATH,2.8,250000,20,2,KOR,8434
M,2,CHEM,1,85000,21,5,SPAIN,8435
F,4,STAT,4,60000,22,4,CHN,8436
M,4,CHEM,3.4,75000,22,3,SPAIN,8437
M,3,PHY,2.2,80000,23,4,AUS,8438
F,1,STAT,1,120000,19,4,THAILAND,8439
F,2,ME,1,85000,20,5,ENG,8440
M,3,CS,3.6,95000,22,3,JPN,8441
F,1,ECE,3.4,150000,20,2,US,8442
M,2,CS,2.4,130000,21,2,SPAIN,8443
F,3,PHY,2.0,65000,21,5,JPN,8444
F,3,ME,2.2,80000,22,4,JPN,8445
M,3,PHY,2.4,95000,21,3,AUS,8446
F,1,PHY,1,90000,20,6,RUSSIAN,8447
M,1,ME,1,135000,21,3,SPAIN,8448
M,4,MATH,3.0,355000,22,5,SPAIN,8449
M,3,MATH,2.6,290000,23,2,US,8450
M,3,CHEM,2.2,80000,23,4,FRANCE,8451
F,4,STAT,3.4,75000,22,3,ENG,8452
F,2,STAT,1.2,100000,22,4,BRAZIL,8453
F,2,ME,1,70000,22,6,CANADA,8454
M,3,MATH,2.4,305000,23,3,GER,8455
M,4,ME,3.2,60000,23,4,FRANCE,8456
M,1,ME,1,90000,21,6,CANADA,8457
F,2,ECE,2.4,70000,20,6,US,8458
F,4,CHEM,2.8,30000,23,6,JPN,8459
M,2,STAT,1,85000,20,5,GER,8460
M,4,ECE,2.6,75000,22,3,CANADA,8461
F,4,STAT,3.6,90000,23,2,CANADA,8462
F,1,CHEM,1,120000,19,4,ENG,8463
F,2,ME,1.6,130000,22,2,BRAZIL,8464
F,1,MATH,1,280000,20,4,BRAZIL,8465
F,1,PHY,1.4,150000,20,2,CHN,8466
F,2,CHEM,1,85000,20,5,ENG,8467
F,2,CS,2.8,100000,22,4,ENG,8468
F,1,STAT,1,105000,21,5,THAILAND,8469
F,1,CHEM,1,135000,19,3,FRANCE,8470
F,1,CS,1.6,135000,20,3,THAILAND,8471
F,3,CS,3.4,110000,22,2,IND,8472
M,3,MATH,2.4,305000,23,3,GER,8473
M,4,STAT,1,355000,23,5,KOR,8474
F,1,STAT,1,150000,20,2,ENG,8475
M,2,ECE,3.2,130000,21,2,IND,8476
M,4,CS,4,45000,22,5,BRAZIL,8477
F,4,ME,2.8,30000,23,6,IND,8478
F,3,CHEM,1,335000,22,5,KOR,8479
F,4,CS,4,45000,22,5,CANADA,8480
M,4,MATH,3.6,310000,24,2,JPN,8481
M,1,ECE,4,105000,19,5,CHN,8482
M,1,MATH,1,265000,21,3,SPAIN,8483
F,1,STAT,1,105000,19,5,ENG,8484
F,4,ME,3.2,60000,23,4,SPAIN,8485
F,4,ECE,2.4000000000000004,60000,23,4,GER,8486
F,4,CS,4,75000,24,3,FRANCE,8487
M,1,PHY,1,90000,21,6,IND,8488
F,3,ME,2.4,95000,21,3,JPN,8489
F,1,STAT,1,90000,21,6,SPAIN,8490
F,4,STAT,2.8,30000,23,6,FRANCE,8491
M,4,STAT,2.8,30000,24,6,SPAIN,8492
M,2,MATH,1,315000,20,5,AUS,8493
F,2,CS,2.4,130000,21,2,SPAIN,8494
F,3,CHEM,2.6,110000,22,2,ENG,8495
M,2,PHY,1.4,115000,22,3,BRAZIL,8496
F,2,ME,1,70000,21,6,GER,8497
F,3,MATH,2.4,305000,21,3,BRAZIL,8498
M,2,CS,2.8,100000,20,4,FRANCE,8499
M,1,ME,2.8,280000,20,4,KOR,8500
F,2,CHEM,1.4,115000,21,3,IND,8501
F,2,CHEM,1.2,100000,20,4,RUSSIAN,8502
M,1,CHEM,1,150000,19,2,ENG,8503
F,1,CHEM,1,135000,20,3,RUSSIAN,8504
F,2,CS,2.6,115000,22,3,BRAZIL,8505
F,3,STAT,2.4,95000,21,3,ENG,8506
F,2,MATH,1.6,270000,21,2,FRANCE,8507
M,1,STAT,2.2,90000,21,6,CHN,8508
F,2,CS,3.2,70000,21,6,BRAZIL,8509
F,4,ME,4,75000,23,3,CHN,8510
F,1,ECE,2.8,105000,21,5,AUS,8511
F,2,CS,2.4,130000,20,2,GER,8512
F,2,ECE,2.6,85000,20,5,SPAIN,8513
F,2,CHEM,1.6,130000,21,2,BRAZIL,8514
F,4,ECE,2.6,75000,24,3,THAILAND,8515
M,4,PHY,4,90000,22,2,CHN,8516
F,1,PHY,1,105000,19,5,SPAIN,8517
M,1,CHEM,1.4,150000,20,2,CHN,8518
M,2,PHY,2.4,130000,20,2,CHN,8519
F,1,PHY,1,120000,21,4,AUS,8520
M,2,STAT,1,70000,21,6,RUSSIAN,8521
F,3,ECE,3.0,110000,22,2,THAILAND,8522
M,3,CS,4.0,65000,21,5,FRANCE,8523
M,3,ME,2.2,80000,23,4,RUSSIAN,8524
F,3,STAT,2.4,95000,21,3,THAILAND,8525
M,2,MATH,1.2,300000,22,4,BRAZIL,8526
M,3,STAT,2.4,95000,22,3,US,8527
F,3,ECE,2.1999999999999997,50000,22,6,SPAIN,8528
M,3,CHEM,1.7999999999999998,50000,23,6,IND,8529
F,4,ME,3.0,45000,23,5,IND,8530
F,4,PHY,2.8,30000,23,6,US,8531
F,2,STAT,1.2,100000,20,4,JPN,8532
F,2,CHEM,1.4,115000,20,3,IND,8533
F,3,ECE,2.5999999999999996,80000,21,4,FRANCE,8534
F,1,PHY,1,120000,21,4,JPN,8535
F,1,CS,2.2,90000,21,6,RUSSIAN,8536
F,3,STAT,2.4,95000,22,3,GER,8537
F,4,PHY,2.8,30000,24,6,THAILAND,8538
M,1,STAT,1.6,135000,21,3,CHN,8539
F,4,PHY,3.0,45000,23,5,BRAZIL,8540
F,1,CS,1.4,150000,21,2,ENG,8541
F,1,ME,1,120000,21,4,CANADA,8542
F,4,STAT,2.8,30000,22,6,AUS,8543
M,4,CS,4,45000,23,5,AUS,8544
F,2,MATH,1.6,270000,21,2,IND,8545
M,3,MATH,2.4,305000,21,3,JPN,8546
M,2,CHEM,1,70000,20,6,RUSSIAN,8547
M,1,ECE,2.8,105000,21,5,IND,8548
F,4,MATH,2.8,370000,24,6,IND,8549
M,3,STAT,2.2,80000,21,4,US,8550
M,4,CS,4,45000,23,5,RUSSIAN,8551
F,3,MATH,2.4,305000,23,3,BRAZIL,8552
F,4,PHY,3.4,75000,23,3,BRAZIL,8553
M,4,CS,4,30000,22,6,IND,8554
M,1,CHEM,1,90000,19,6,BRAZIL,8555
M,4,ECE,4,45000,23,5,CHN,8556
M,2,STAT,1.6,130000,21,2,RUSSIAN,8557
F,1,CS,1.6,135000,21,3,FRANCE,8558
F,3,PHY,2.2,80000,23,4,BRAZIL,8559
M,3,STAT,2.6,110000,23,2,FRANCE,8560
M,1,CS,2.2,90000,21,6,ENG,8561
F,4,ECE,2.2,45000,22,5,ENG,8562
M,1,MATH,1,250000,21,2,IND,8563
M,2,ECE,2.8,100000,20,4,BRAZIL,8564
F,4,ECE,2.2,45000,22,5,CANADA,8565
F,4,ECE,2.2,45000,22,5,SPAIN,8566
F,4,ME,3.0,45000,23,5,IND,8567
F,3,STAT,2.4,95000,22,3,BRAZIL,8568
M,1,PHY,1,90000,20,6,JPN,8569
F,2,CS,2.4,130000,20,2,US,8570
F,2,PHY,1,85000,21,5,THAILAND,8571
F,2,MATH,1.4,285000,22,3,CANADA,8572
F,3,ME,2.4,95000,23,3,RUSSIAN,8573
M,2,CS,2.6,115000,22,3,AUS,8574
F,4,CHEM,3.6,90000,24,2,IND,8575
M,3,PHY,2.2,80000,22,4,BRAZIL,8576
F,1,CS,1.6,135000,20,3,AUS,8577
M,2,CS,2.4,130000,21,2,RUSSIAN,8578
F,2,CHEM,1.4,115000,21,3,BRAZIL,8579
M,2,MATH,1,315000,20,5,RUSSIAN,8580
M,3,ECE,2.1999999999999997,50000,21,6,SPAIN,8581
M,1,ME,1,105000,20,5,GER,8582
M,4,MATH,3.6,310000,23,2,SPAIN,8583
F,2,STAT,1.6,130000,20,2,JPN,8584
M,1,ECE,2.5999999999999996,90000,19,6,CANADA,8585
F,1,PHY,2.8,250000,19,2,KOR,8586
F,1,CHEM,1,135000,21,3,CANADA,8587
M,1,STAT,1,120000,20,4,THAILAND,8588
M,4,PHY,1,370000,23,6,KOR,8589
F,4,CHEM,3.0,45000,22,5,CANADA,8590
M,4,ECE,2.8000000000000003,90000,24,2,US,8591
F,2,ME,1.4,115000,20,3,AUS,8592
M,1,ME,1,135000,19,3,SPAIN,8593
M,2,MATH,1.4,285000,22,3,JPN,8594
F,4,ECE,2.2,45000,22,5,IND,8595
M,4,MATH,3.0,355000,23,5,US,8596
F,2,MATH,1,330000,20,6,CANADA,8597
M,1,PHY,1,150000,20,2,FRANCE,8598
F,1,STAT,1,135000,20,3,CANADA,8599
F,4,STAT,3.0,45000,23,5,GER,8600
M,2,PHY,1.4,115000,20,3,JPN,8601
M,2,CHEM,1,85000,22,5,RUSSIAN,8602
M,1,ECE,2.8,105000,21,5,BRAZIL,8603
F,2,ECE,3.2,130000,21,2,AUS,8604
M,2,ECE,3.2,130000,22,2,BRAZIL,8605
F,4,ECE,2.8000000000000003,90000,23,2,JPN,8606
F,3,STAT,1,290000,21,2,KOR,8607
F,3,MATH,2.4,305000,21,3,SPAIN,8608
F,1,ME,1,105000,21,5,AUS,8609
F,1,ECE,3.1999999999999997,135000,19,3,CANADA,8610
F,4,MATH,2.8,370000,23,6,CANADA,8611
M,1,MATH,1,265000,19,3,CANADA,8612
M,2,MATH,1.2,300000,22,4,RUSSIAN,8613
M,1,ME,1,150000,19,2,AUS,8614
M,1,CHEM,1,105000,21,5,GER,8615
F,2,MATH,1.4,285000,21,3,GER,8616
F,3,STAT,2.6,110000,21,2,JPN,8617
M,2,ME,1.6,130000,20,2,RUSSIAN,8618
M,1,ECE,3.1999999999999997,135000,19,3,SPAIN,8619
M,1,PHY,1,105000,19,5,GER,8620
M,2,ECE,2.8,100000,21,4,ENG,8621
M,4,ME,3.2,60000,23,4,BRAZIL,8622
M,2,ECE,2.4,70000,21,6,ENG,8623
M,2,STAT,1.6,130000,20,2,FRANCE,8624
M,1,ECE,4,135000,21,3,CHN,8625
F,2,PHY,1,70000,20,6,RUSSIAN,8626
F,2,ME,1.6,130000,20,2,CANADA,8627
F,1,ME,1,90000,19,6,THAILAND,8628
F,2,CHEM,1.2,100000,20,4,AUS,8629
M,4,MATH,2.8,370000,22,6,JPN,8630
F,2,PHY,1.6,130000,21,2,BRAZIL,8631
M,2,PHY,1.6,130000,22,2,BRAZIL,8632
F,4,CS,4,30000,23,6,ENG,8633
F,2,STAT,1.2,100000,20,4,JPN,8634
M,2,STAT,1,70000,20,6,BRAZIL,8635
F,2,MATH,1.2,300000,21,4,AUS,8636
M,4,ME,4,45000,24,5,CHN,8637
F,1,ME,2.0,105000,19,5,CHN,8638
M,2,ME,1.4,115000,22,3,AUS,8639
F,4,MATH,2.8,370000,22,6,THAILAND,8640
M,2,PHY,1.2,100000,20,4,ENG,8641
M,1,ECE,2.8,105000,19,5,FRANCE,8642
M,1,PHY,1,120000,20,4,FRANCE,8643
F,3,MATH,1.7999999999999998,350000,23,6,BRAZIL,8644
F,1,PHY,1,90000,19,6,IND,8645
M,4,STAT,1,310000,22,2,KOR,8646
F,3,ECE,3.0,110000,21,2,RUSSIAN,8647
F,1,MATH,1,250000,19,2,IND,8648
F,1,MATH,2.0,295000,19,5,CHN,8649
M,3,PHY,2.6,110000,21,2,BRAZIL,8650
F,3,MATH,2.0,335000,23,5,US,8651
M,2,ECE,3.0,115000,20,3,ENG,8652
M,1,ECE,2.8,105000,20,5,IND,8653
M,4,ECE,2.2,45000,23,5,US,8654
M,2,STAT,1.2,100000,21,4,FRANCE,8655
M,4,PHY,2.8,30000,22,6,ENG,8656
M,3,MATH,2.6,290000,22,2,BRAZIL,8657
M,2,CS,2.6,115000,21,3,GER,8658
M,4,ECE,2.4000000000000004,60000,22,4,BRAZIL,8659
F,3,STAT,2.0,65000,22,5,FRANCE,8660
M,2,CHEM,1.2,100000,22,4,JPN,8661
M,3,MATH,2.6,290000,21,2,FRANCE,8662
M,1,CHEM,1,135000,21,3,GER,8663
F,2,CS,2.6,115000,20,3,RUSSIAN,8664
F,3,ECE,2.4,65000,21,5,GER,8665
M,2,PHY,1.7999999999999998,315000,22,5,KOR,8666
M,3,MATH,3.6,305000,23,3,CHN,8667
M,2,ECE,3.2,130000,21,2,JPN,8668
M,3,ME,2.0,65000,23,5,ENG,8669
M,1,CHEM,1,135000,20,3,RUSSIAN,8670
M,2,ME,1.2,100000,21,4,US,8671
M,4,ME,2.8,30000,22,6,RUSSIAN,8672
M,2,MATH,1.6,270000,21,2,ENG,8673
M,4,ECE,2.6,75000,24,3,US,8674
M,2,ECE,3.2,130000,21,2,FRANCE,8675
F,1,STAT,1,150000,19,2,GER,8676
F,4,MATH,3.2,340000,24,4,SPAIN,8677
M,2,STAT,1.4,115000,22,3,SPAIN,8678
F,4,STAT,3.2,60000,22,4,JPN,8679
M,3,PHY,2.0,65000,21,5,ENG,8680
M,2,ECE,4,85000,22,5,CHN,8681
F,4,ME,4,75000,23,3,CHN,8682
F,3,ECE,2.8,95000,22,3,GER,8683
F,1,STAT,2.0,105000,20,5,CHN,8684
M,1,ME,1,105000,20,5,FRANCE,8685
F,3,STAT,2.6,110000,23,2,SPAIN,8686
F,3,MATH,2.4,305000,21,3,THAILAND,8687
M,1,CHEM,1,90000,19,6,AUS,8688
F,4,ME,3.4,75000,22,3,BRAZIL,8689
M,2,STAT,1,85000,22,5,FRANCE,8690
F,3,CHEM,2.2,80000,21,4,SPAIN,8691
F,4,ECE,2.0,30000,22,6,RUSSIAN,8692
F,2,ECE,2.6,85000,21,5,ENG,8693
F,1,ME,1,135000,21,3,SPAIN,8694
F,1,CS,1.6,135000,19,3,US,8695
F,4,MATH,3.0,355000,24,5,IND,8696
F,4,STAT,3.6,90000,24,2,IND,8697
F,3,ME,1.7999999999999998,50000,21,6,BRAZIL,8698
F,4,CHEM,2.8,30000,24,6,IND,8699
F,3,ECE,2.4,65000,22,5,RUSSIAN,8700
M,2,CS,2.8,100000,20,4,JPN,8701
F,4,PHY,3.0,45000,24,5,JPN,8702
M,2,PHY,1.4,115000,20,3,ENG,8703
F,4,ECE,2.4000000000000004,60000,23,4,ENG,8704
F,4,ME,3.6,90000,22,2,AUS,8705
F,2,CHEM,1.4,115000,21,3,SPAIN,8706
F,2,ME,1.2,100000,21,4,ENG,8707
F,1,MATH,1,265000,20,3,THAILAND,8708
F,2,CHEM,1,70000,21,6,RUSSIAN,8709
F,4,MATH,1,340000,24,4,KOR,8710
